Date,GM,DELL,CPB,PEP,PG
2019-01-03,-0.04131978801050906,-0.04223253078219513,0.012399271374525123,-0.009333605664552769,-0.0070113141206163965
2019-01-04,0.033488286317743476,0.019720730010286847,0.005511064192398107,0.020506068095250907,0.0204106760118572
2019-01-07,0.03090323040666676,0.006518882901261902,0.025883242795366135,-0.008598853972200504,-0.004000724528942179
2019-01-08,0.013096589743562426,0.011873923496850347,0.007498613712444202,0.009586383015334432,0.003690717275812938
2019-01-09,0.010629154000894259,0.0014936308420450128,0.017564495457978113,-0.02794350345678054,-0.01633111418462807
2019-01-10,-0.01279132540972483,-0.03728171658392965,0.008777055439713743,0.006139968131374518,0.0024186204922860277
2019-01-11,0.07054411595267518,-0.015932779170475087,0.016241252233744508,9.257980843990765e-05,0.0065811975491805175
2019-01-14,0.012909842312469166,-0.03755343202551453,0.0,-0.007766294459819578,-0.006755976256618168
2019-01-15,-0.0029205288019004128,0.004906442743224604,0.013984259994516801,0.015560787258376285,0.009435193905742656
2019-01-16,0.0031956586299173306,-0.009067528495861676,-0.007036413444202472,-0.005963759225767418,-0.006955872326016022
2019-01-17,0.01566231550821806,0.025574659832059643,0.014172364352562195,0.008122661932591146,-0.0001435178793707248
2019-01-18,0.00914786521673805,-0.008235858691372666,-0.00810504034226378,0.007782514647230565,0.008605433251687167
2019-01-22,-0.01191392462759977,0.016378269203569884,-0.0028175276280020256,-0.0014537069408958603,-0.010719479407873655
2019-01-23,-0.012581917435020351,0.012709951930982122,-0.0002829144225385827,0.007460601792300237,0.04865094062764386
2019-01-24,0.01300764189255288,0.007619999508044595,-0.01865433209024836,-0.011108147429679915,-0.00569394659017608
2019-01-25,0.012578621039059712,0.021129688044160266,-0.013824958427042233,-0.001369677835415417,-0.007422900745114647
2019-01-28,-0.004658373665322513,0.02156402216538522,0.010806283894719604,-0.004846942271145682,-0.0008548815533470089
2019-01-29,0.00025995107722831534,-0.0010661365811454049,-0.0034674299303929512,0.0016539476658483654,0.00021388042906433924
2019-01-30,0.01611647428140528,0.024546385188236375,0.01159757437350284,0.016697232980469767,0.010476987352996625
2019-01-31,-0.0017905386726838612,0.012291782502985793,0.015477274248505868,0.01669367115002829,0.020630320527022628
2019-02-01,-0.006150849321942764,0.021815162792670373,-0.011854633011408544,-0.004260099700339359,0.01036611940859844
2019-02-04,0.003868138231808871,0.023766347847639535,0.0,0.008022102122726471,0.005745346034982557
2019-02-05,0.009504051034445737,0.0047216362788193855,-0.0014279221859447855,-0.0016799580052622165,-0.006018629955276578
2019-02-06,0.015521808752734234,-0.002545540341341135,-0.022025260147708225,0.00132865984259678,0.0049260988794364025
2019-02-07,-0.03157135915026876,-0.009815513667129738,0.0002924593962458921,0.00035365528324682316,-0.007965736383366617
2019-02-08,0.001293786566104016,0.02081693864819867,0.0026315573500359513,-0.0006189077109880481,0.005867599961261183
2019-02-11,-0.0018085828799454529,0.010293248393050458,-0.0037912043674981355,-0.0004424163982063023,0.005731323441373171
2019-02-12,0.010354280685673567,0.03037296590494165,0.011709805724990696,0.007258441679917738,0.010074517497077995
2019-02-13,-0.0007684642985725798,0.006529791311991495,0.0028934096855433022,0.0029002811148259866,-0.00020168415298371656
2019-02-14,-0.0028205985568885428,0.007970264562670248,-0.006058933917642451,-0.013406932940289384,-0.007859784635294353
2019-02-15,0.005142791004544955,0.011401227069405495,0.009869592119959192,0.02948754795314268,0.0002034963217194541
2019-02-19,0.011256002238147378,0.0007273708211530394,0.006323329950528533,0.0001724645414622472,0.015332889783693737
2019-02-20,0.010625090950646898,0.009084199708646157,0.004855987677704121,-0.0008625475717959352,-0.007100728523066757
2019-02-21,-0.008260371732998206,0.0,0.007390584506288045,0.0023311506634451362,0.005036187060882602
2019-02-22,0.00933863702266069,0.01152335909884239,-0.07364560329207681,0.005684551765431589,0.004710471876242961
2019-02-25,0.0037508945999937815,0.008187911058427089,-0.017362224554474448,-0.005995135081925507,-0.006783071903678883
2019-02-26,-0.000747314868529636,0.0015889707197502823,0.020148783044744434,-0.0007754605505061463,0.002611244762784848
2019-02-27,-0.0027424401346496374,-0.008461158910140432,0.10027357745752141,-0.005173798832329046,-0.009215691757528455
2019-02-28,-0.01299997857051527,-0.007644580389272293,-0.00524704469571291,0.010468303799802348,-0.0036396224024459745
2019-03-01,0.0012662778859477974,0.014869337639624725,0.009161499190939448,0.004669620157519372,-0.001116258311840812
2019-03-04,-0.007083051403455887,-0.023124378786258948,-0.009628670555882124,-8.607936872762068e-05,0.0043682107689013705
2019-03-05,0.0007642602749224903,-0.003975496814037971,0.0027776124714988804,-0.0012051409486112385,0.002225118243405211
2019-03-06,-0.015529504869886468,-0.025217544584203666,0.0011081861572945773,0.00542964077232444,-0.0016147767885335007
2019-03-07,-0.006529248936243293,-0.0111669805079887,-0.006087488142537345,-0.0048002426229198925,-0.0038409848992538853
